"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
1,0,0.826292693278585,0.830599943897982,0.904680975848991,0.603857562091139,0.805333431876492,0.786990513613631,0,0.865935455064148,0,0.18559920670134,0.863888718628457,0.874414853491898,0,0,0,0,0,0.872163384650716,0.0933536900605895,0.161231462901876,0,0,0,0,0,0,0,0.0992950368062911,0,0,0.251146541988066,0,0,0.135628755502011,0,0,0,0.739356590617193,0,0.845224960110426,0.753927241693983,0,0,0,0,0.108290955486303,0.327262490796786,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.826292693278574,0,1,0.714190369460452,0.802113268552905,0.518849701372101,0.705822867674499,0.681038060943969,0,0.763716380770058,0,0.148082641297471,0.768670486970001,0.762546169555254,0,0,0,0,0,0.778909565107432,0,0,0,0,0,0,0,0,0,0,0,0,0.251310476234674,0,0,0,0,0,0,0.646913794548516,0,0.758312077027524,0.650941311721799,0,0,0,0,0,0.301580117300251,0
0.830599943897964,0,0.714190369460446,1,0.792489169332403,0.510451644926554,0.747425084429869,0.689350819855956,0,0.820504559084413,0,0,0.717825790508205,0.749220309550918,0,0,0,0,0,0.801002307681692,0,0,0,0,0,0,0,0,0,0,0,0,0.174915587621102,0,0,0.191844675471001,0,0,0,0.600245977421224,0,0.708996004039617,0.688387958072241,0,0,0,0,0,0.32956748804668,0
0.904680975848988,0,0.802113268552911,0.79248916933242,1,0.56131051644585,0.786975603884118,0.766736442314829,0,0.851264527404288,0,0.176894652678521,0.832764304735937,0.836620910976258,0,0,0,0,0,0.84824530306042,0.101114841396617,0.153366599578572,0,0,0,0,0,0,0,0.0953922103733306,0,0,0.237905656194069,0,0,0.149867325055076,0,0,0,0.705147355007489,0,0.803520936291637,0.711790725476504,0,0,0,0,0.106763961213857,0.317084179471735,0
0.603857562091126,0,0.518849701372097,0.510451644926554,0.561310516445839,1,0.522659556124874,0.46401122449401,0,0.578338934625552,0,0,0.537797450114392,0.507089796878447,0,0,0,0,0,0.533801272138077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418851682082488,0,0.506447555745405,0.444513273804731,0,0,0,0,0,0.216253133609989,0
0.805333431876493,0,0.705822867674508,0.747425084429883,0.786975603884119,0.522659556124884,1,0.705199858025504,0,0.735503177863707,0,0.178065585257874,0.771159014913517,0.769107038961811,0,0,0,0,0,0.744111825323682,0,0.151473957504281,0,0,0,0,0,0,0,0,0,0,0.22467033213804,0,0,0,0,0,0,0.672417590093714,0,0.738884122581555,0.656945923137254,0,0,0,0,0,0.263878530603183,0
0.786990513613629,0,0.681038060943978,0.689350819855971,0.766736442314829,0.464011224494021,0.705199858025503,1,0,0.752305155486635,0,0.157481577087714,0.727746051617672,0.736151964665243,0,0,0,0,0,0.737919450641671,0,0,0,0,0,0,0,0,0,0,0,0,0.209080672213882,0,0,0,0,0,0,0.605355638489521,0,0.702520104262888,0.637424704957853,0,0,0,0,0,0.28508443848821,0
0,0,0,0,0,0,0,0,1,0,0.167219392780241,0,0,0,0,0,0,0.261672132753578,0.821425647269752,0,0,0,0.798893935840912,0.815036453990522,0.189410171788676,0,0.664547363912937,0.154932828369032,0.617068693350265,0,0.595478244422127,0.60960182322682,0,0,0.187166773161669,0,0.708489315277532,0.795613928468663,0.724814899675407,0,0.187775244900329,0,0,0.591911968238613,0,0.7787903734779,0.1800195853487,0,0,0
0.86593545506415,0,0.76371638077007,0.820504559084431,0.851264527404293,0.578338934625565,0.735503177863708,0.752305155486637,0,1,0,0.18540452211476,0.809670876735725,0.827133569315363,0,0,0,0,0,0.830832176675646,0,0.171825315904238,0,0,0,0,0,0,0,0,0,0,0.222384432305264,0,0,0.143434331006818,0,0,0,0.686463460919423,0,0.787577787803962,0.690777137855736,0,0,0,0,0,0.294105260501671,0
0,0,0,0,0,0,0,0,0.167219392780248,0,1,0,0,0,0,0,0,0,0.141559342317033,0,0,0,0.123564852402103,0.119616681754458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149785461232115,0.149727095022089,0,0,0,0,0,0,0.141244764035315,0,0,0,0
0.185599206701336,0,0.148082641297469,0,0.176894652678515,0,0.178065585257871,0.15748157708771,0,0.185404522114755,0,1,0.142870901042961,0.15297923207965,0,0,0,0,0,0.177483997579857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145266462018572,0,0,0,0,0,0,0,0
0.863888718628441,0,0.768670486969998,0.717825790508207,0.832764304735925,0.537797450114396,0.771159014913504,0.72774605161766,0,0.80967087673571,0,0.142870901042962,1,0.814176171693873,0,0,0,0,0,0.822596594194339,0.112268284293532,0.110172770015891,0,0,0,0,0,0,0,0,0,0,0.248624685220165,0,0,0.119422279127378,0,0,0,0.639032429484481,0,0.785104514382258,0.746530001004878,0,0,0,0,0.115215385876385,0.317738912680765,0
0.874414853491883,0,0.762546169555251,0.749220309550922,0.836620910976245,0.50708979687845,0.769107038961798,0.73615196466523,0,0.827133569315347,0,0.152979232079652,0.814176171693873,1,0,0,0,0,0,0.817940398964067,0.119434901402356,0.139284638026449,0,0,0,0,0,0,0,0,0,0,0.239862933269502,0,0,0.137602015472238,0,0,0,0.666480965073594,0,0.786580147380642,0.704532525828769,0,0,0,0,0,0.328403728695119,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.159837520002209,0,0,0,0.129778842084301,0.141776692856994,0,0,0,0,0,0,0.183528611914478,0,0,0,0,0,0.143916425188146,0.155450096066182,0.151347164359269,0,0,0,0,0,0,0.148269979545094,0,0,0,0
