"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
1,0,0.808255416281204,0,0,0.878953074693347,0,0.830709985638024,0,0.838593983866052,0.161899637444163,0.844276991874278,0,0,0,0,0.635946633971178,0.723627553881697,0.401062670810491,0,0,0.549581042089955,0,0.805022243379362,0,0.872352991852683,0,0.82155341097783,0.792393390767372,0,0.879222108855294,0,0.00176775795370218,0.866638681243861,0,0,0,0.796258512894894,0.879735810959975,0.878772397006024,0,0.511879197731688,0,0,0.799451906288998,0,0,0,0.345457450319304,0
0,1,0,0.46907606790949,0.409337286162118,0,0.559043832533617,0,0.578211407670234,0,0,0,0.55574983337046,0.605353303769127,0.371011798974646,0.320178444709279,0,0,0,0.579671207180587,0.35081289146903,0,0.197831236743259,0,0.538105268134142,0,0.595850137140197,0,0,0.552707400676789,0,0.585041088372486,0.0155829585922613,0,0.570472186680869,0.188027132422866,0.515524174405667,0,0,0,0.521516060143793,0,0.280921051493268,0.0184209167791652,0,0.556524900107469,0.609619443714558,0.597457663136656,0,0.517925948463746
0.808255416281225,0,1,0,0,0.844442492871304,0,0.803561776733851,0,0.798980779828132,0.15729799402366,0.813475578318478,0,0,0,0,0.5713051387072,0.670755731308082,0.395278713850514,0,0,0.512013015152914,0,0.736727258131228,0,0.85859049975095,0,0.791878369777756,0.741397592182607,0,0.842327282069086,0,0,0.852601559238515,0,0,0,0.772196837716155,0.84999990666088,0.845807655970822,0,0.47622846543729,0,0,0.770289451354687,0,0,0,0.337293734200508,0
0,0.469076067909508,0,1,0.485602056074706,0,0.681132036708002,0,0.745079580208524,0,0,0,0.655353063658686,0.737719034265412,0.506879836865661,0.398540448240211,0,0,0,0.717859475607828,0.4708065008256,0,0.268122433993781,0,0.656225435123744,0,0.710323300486983,0,0,0.677317951686708,0,0.728174907664126,0,0,0.722568948529275,0.222103162802337,0.624022697578368,0,0,0,0.628727462460708,0,0.394692731803922,0.031497984589148,0,0.672032840709237,0.740612572084338,0.725122197937176,0,0.633300938241947
0,0.40933728616214,0,0.485602056074715,1,0,0.554819897237339,0,0.556016007551741,0,0,0,0.53786387621609,0.593092191321992,0.362390636996219,0.316930521716189,0,0,0,0.561390456098831,0.326054058201849,0,0.220983500981916,0,0.533970052165712,0,0.599867591343072,0,0,0.554123130654355,0,0.584084436663383,0.0138992433258658,0,0.566294751361518,0.212234668684375,0.54377964554079,0,0,0,0.525023878013447,0,0.205947286079458,0.0544298707175577,0,0.564823475133861,0.613161757808502,0.608142309795797,0,0.539608812097971
0.878953074693349,0,0.844442492871293,0,0,1,0,0.878303111712101,0,0.879309507855858,0.164674167092152,0.887166671964608,0,0,0,0,0.676178723595502,0.762265168659015,0.408057851014018,0,0,0.585464795697961,0,0.837638984787974,0,0.918378597347674,0,0.868836865282794,0.82911091949161,0,0.931070920632539,0,0,0.921094450815524,0,0,0,0.847284690948014,0.932620321697651,0.922935717504698,0,0.555203059940553,0,0,0.83447556653715,0,0,0,0.369708223811732,0
0,0.559043832533649,0,0.681132036708016,0.554819897237341,0,1,0,0.852703488514433,0,0,0,0.792849658726179,0.887337581004682,0.57962680504942,0.497276722313267,0,0,0,0.861719928725296,0.553120175459575,0,0.351757705215187,0,0.789845782181575,0,0.869042095570865,0,0,0.803976575552518,0,0.884172764865761,0,0,0.861555148589729,0.291453308232566,0.799415729262102,0,0,0,0.782195907282013,0,0.424761109437552,0.0909200248631866,0,0.839093272190991,0.90295199736578,0.890906369356146,0,0.791045949347659
0.830709985638029,0,0.803561776733839,0,0,0.878303111712101,0,1,0,0.834284784477353,0.167022824008442,0.841699750788567,0,0,0,0,0.652586011744925,0.731192602617899,0.389492297864727,0,0,0.552023810333103,0,0.784200352235334,0,0.866357485276627,0,0.819559930811162,0.776433457177147,0,0.883423651369612,0,0.0025766477240598,0.870902351352069,0,0,0,0.798739031892685,0.883786519494112,0.873736851946331,0,0.521885442080844,0,0,0.795857687714276,0,0,0,0.35947598863448,0
0,0.578211407670275,0,0.74507958020855,0.556016007551745,0,0.852703488514443,0,1,0,0,0,0.826530961929701,0.895571827020382,0.520649539680625,0.506771565685311,0,0,0,0.854808137720029,0.504251213553856,0,0.414739177926286,0,0.81312830803624,0,0.895546716701849,0,0,0.800687115206115,0,0.87927309981463,0.0303957104595542,0,0.853392855160955,0.279011372672034,0.821079734894309,0,0,0,0.807193483239925,0,0.345936717128139,0.110502652221214,0,0.87091090430873,0.919899207819111,0.908356101320969,0,0.809667668444008
0.838593983866053,0,0.798980779828115,0,0,0.879309507855853,0,0.834284784477351,0,1,0.147789505600841,0.850211412443834,0,0,0,0,0.622287046851908,0.71093033453028,0.388761840365216,0,0,0.558498421124408,0,0.788825046493093,0,0.888198306912814,0,0.82556913526226,0.778793618706401,0,0.88485984291758,0,0,0.882692272785564,0,0,0,0.803879158128508,0.889193470230892,0.875347862501376,0,0.528631506068324,0,0,0.791291275086355,0,0,0,0.343973670979667,0
